Employee_ID,Region,Country,Department,Work_Type,Gender,Age,Tenure_Years,Salary_Band,eNPS,Safety_Culture,Cross_Border_Collab,Leadership_Trust,Work_Life_Balance,Career_Growth,Inclusion_Diversity,Operational_Stress,Fair_Compensation,Tech_Adequacy,Recognition,Environmental_Pride,Engagement,Job_Security,Managerial_Support,Ethical_Standards,Training_Quality,Communication_Clarity,Team_Cohesion,Retention_Intent,Open_Comments
MAR-05640,North America,USA,Sales/Customer Service,On-site,Male,46.5,24.5,Senior,4,3,5,3,2,2,4,3,4,3,3,3,4,4,3,4,3,2,2,5,
MAR-05641,Central America,Guatemala,Logistics-Trucking,On-site,Non-binary,29.7,3.7,Junior,4,4,3,3,3,4,3,4,4,3,5,4,4,3,5,4,4,3,3,3,
MAR-05642,Central America,Honduras,Operations-Ports,On-site,Female,43.4,14.4,Junior,2,3,4,2,4,4,2,3,5,4,2,4,3,4,3,3,3,3,3,3,
MAR-05643,Central America,Panama,Logistics-Trucking,On-site,Female,49.1,20.1,Mid,3,4,4,2,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,
MAR-05644,North America,Mexico,Operations-Ports,On-site,Male,51.5,23.5,Senior,3,3,2,2,5,3,5,4,3,2,3,5,5,4,2,3,3,4,5,4,
MAR-05645,South America,Chile,Sales/Customer Service,On-site,Female,29.4,5.4,Junior,3,4,3,3,4,3,3,3,4,5,3,3,3,3,3,3,4,3,3,3,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-05646,Central America,Panama,Logistics-Trucking,On-site,Male,33.2,5.2,Junior,3,3,4,2,5,3,4,4,3,3,3,3,4,3,4,2,3,4,3,3,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-05647,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,36.7,12.7,Senior,3,1,3,4,1,4,2,3,4,4,4,3,5,2,3,3,4,4,4,3,
MAR-05648,Central America,Costa Rica,Operations-Ports,On-site,Male,36.9,9.9,Senior,3,3,3,3,3,1,4,4,2,4,3,3,3,4,3,3,4,3,3,4,
MAR-05649,Central America,Honduras,Logistics-Trucking,On-site,Female,36.6,6.6,Senior,3,3,4,2,4,3,4,4,4,2,3,3,3,2,3,4,4,3,3,3,
MAR-05650,North America,Canada,IT,Remote,Male,31.8,2.8,Junior,4,3,4,3,4,2,3,3,3,4,4,5,3,4,3,4,3,3,3,3,
MAR-05651,North America,USA,Operations-Ports,On-site,Male,34.4,9.4,Senior,4,3,4,3,4,4,4,3,4,3,4,4,2,4,3,3,3,3,3,3,
MAR-05652,North America,Canada,Operations-Ports,On-site,Male,33.4,7.4,Mid,3,4,3,5,3,3,3,4,3,2,4,3,4,4,3,5,2,3,3,5,
MAR-05653,North America,Canada,Operations-Ports,On-site,Female,29.7,4.7,Mid,5,4,3,3,3,3,4,3,3,4,2,3,3,3,3,3,4,4,3,4,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-05654,North America,Mexico,Operations-Ports,On-site,Female,36.5,9.5,Mid,3,4,3,3,3,3,5,3,3,4,3,4,3,4,4,4,3,3,4,4,
MAR-05655,North America,USA,Logistics-Trucking,On-site,Female,31.5,2.5,Mid,5,3,4,5,2,2,3,4,2,4,4,5,4,4,4,4,3,3,3,2,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-05656,North America,USA,HR,On-site,Male,50.0,23.0,Junior,4,2,3,3,4,4,4,3,2,4,3,4,5,3,3,4,4,2,3,3,
MAR-05657,South America,Brazil,IT,On-site,Male,41.2,15.2,Mid,4,4,2,3,4,3,4,3,3,4,3,4,4,4,4,3,2,4,3,4,
MAR-05658,North America,USA,Operations-Ports,On-site,Female,42.2,12.2,Mid,3,5,4,3,3,4,3,5,3,5,3,5,3,3,3,4,4,3,3,4,
MAR-05659,North America,Canada,Operations-Ports,On-site,Male,31.7,3.7,Mid,3,4,3,4,3,2,3,4,3,5,4,4,2,3,4,3,3,4,3,2,
MAR-05660,North America,USA,Logistics-Trucking,On-site,Female,43.5,19.5,Junior,3,3,3,4,3,3,3,4,3,4,3,4,4,4,3,3,2,3,4,3,
MAR-05661,South America,Peru,Logistics-Trucking,On-site,Female,25.3,2.3,Mid,2,3,3,3,3,4,4,5,2,3,4,4,3,4,3,4,4,3,3,2,
MAR-05662,Central America,Costa Rica,Operations-Ports,On-site,Male,50.6,24.6,Mid,2,4,4,3,4,3,2,4,3,3,4,4,4,4,4,3,4,2,4,2,
MAR-05663,South America,Chile,Operations-Ports,On-site,Male,47.1,21.1,Junior,3,2,3,3,3,4,4,3,3,4,4,3,3,4,3,3,4,3,4,4,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-05664,South America,Chile,Logistics-Trucking,On-site,Male,39.0,12.0,Mid,3,3,3,4,3,3,2,4,4,3,4,3,4,5,4,3,3,1,4,4,Training programs are well-structured and directly applicable to my daily tasks. I see a clear path for career advancement. The team culture here is one of the best I have experienced.
MAR-05665,North America,USA,Maritime-Crew,Offshore/Vessel,Female,39.0,17.0,Senior,3,2,3,4,2,3,3,5,4,4,2,3,3,4,3,3,3,2,4,2,
MAR-05666,South America,Peru,Operations-Ports,On-site,Male,28.7,2.7,Senior,5,3,5,4,3,3,4,3,4,4,4,2,2,3,2,2,4,3,2,2,
MAR-05667,North America,Canada,Operations-Ports,On-site,Female,40.5,12.5,Senior,3,5,4,4,3,2,4,3,3,3,3,4,4,5,4,2,3,2,4,3,
MAR-05668,Central America,Guatemala,IT,On-site,Male,50.6,20.6,Mid,3,3,4,2,3,3,4,3,3,2,4,3,3,3,3,3,3,3,4,3,
MAR-05669,North America,Mexico,Maritime-Crew,Offshore/Vessel,Female,26.4,2.4,Junior,5,2,4,4,1,3,4,5,4,2,3,2,3,3,3,2,4,4,3,4,
MAR-05670,South America,Argentina,IT,On-site,Male,33.8,5.8,Senior,4,2,4,3,5,4,3,4,4,3,3,4,3,3,2,3,2,4,2,3,
MAR-05671,North America,Canada,Operations-Ports,Remote,Male,47.5,19.5,Senior,2,2,4,3,3,2,3,4,3,4,4,3,2,3,3,3,3,3,5,3,
MAR-05672,Central America,Guatemala,Operations-Ports,On-site,Female,39.7,11.7,Mid,3,2,4,4,4,4,3,3,5,4,2,4,3,4,2,2,4,4,4,4,
MAR-05673,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,41.8,16.8,Junior,4,4,3,4,3,3,4,5,4,3,5,3,4,3,3,3,3,4,3,2,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-05674,Central America,Costa Rica,Maritime-Crew,Offshore/Vessel,Male,44.5,20.5,Mid,4,4,5,4,2,4,3,5,3,2,3,3,3,4,4,3,3,3,3,2,
MAR-05675,North America,USA,Maritime-Crew,Offshore/Vessel,Female,26.1,4.1,Mid,3,4,4,1,3,4,3,5,1,3,2,5,2,3,3,2,4,3,4,1,
MAR-05676,South America,Peru,IT,Remote,Male,39.0,12.0,Senior,3,4,4,4,4,5,3,2,3,4,3,3,3,3,3,2,4,2,4,4,
MAR-05677,North America,USA,Logistics-Trucking,On-site,Male,39.3,14.3,Mid,3,4,3,5,3,2,3,5,4,3,4,4,3,5,4,4,4,3,3,4,
MAR-05678,South America,Colombia,Logistics-Trucking,On-site,Female,44.6,15.6,Mid,4,4,2,4,4,3,4,3,3,3,3,5,4,3,4,3,3,4,2,3,
MAR-05679,South America,Brazil,IT,Remote,Female,48.3,21.3,Mid,3,4,4,3,4,4,4,3,4,5,4,3,2,3,3,3,3,4,3,3,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-05680,South America,Peru,Sales/Customer Service,On-site,Male,39.2,12.2,Senior,4,4,3,4,2,2,3,4,3,3,3,3,3,5,4,3,3,4,4,5,
MAR-05681,South America,Brazil,Sales/Customer Service,Remote,Male,37.3,8.3,Junior,3,4,4,4,3,3,4,4,4,4,3,2,2,3,4,4,2,3,3,4,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-05682,South America,Chile,Operations-Ports,Remote,Male,46.2,20.2,Junior,3,4,4,4,4,3,2,3,3,4,3,4,4,3,3,5,4,4,3,3,
MAR-05683,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,51.5,22.5,Junior,3,4,3,3,2,3,3,5,2,4,4,3,3,4,3,3,3,2,3,2,
MAR-05684,North America,Mexico,Logistics-Trucking,On-site,Male,31.3,9.3,Mid,3,4,5,3,4,4,3,2,5,3,4,3,3,4,4,4,3,3,3,3,
MAR-05685,North America,Mexico,Maritime-Crew,Offshore/Vessel,Female,41.3,18.3,Mid,4,4,2,4,2,3,4,5,4,3,3,3,3,3,4,2,3,3,4,2,"IT systems are adequate but aging in some operational areas. Career growth discussions happen but follow-through on promised timelines is uneven. The team is good, though cross-border alignment can be slow."
MAR-05686,Central America,Honduras,Logistics-Trucking,Offshore/Vessel,Female,34.7,5.7,Junior,2,2,4,3,3,5,3,4,4,4,2,3,4,5,2,3,4,4,4,3,
MAR-05687,North America,USA,Operations-Ports,On-site,Female,24.7,2.7,Mid,3,4,4,3,3,2,5,4,4,3,3,1,1,4,3,4,3,3,4,4,
MAR-05688,South America,Colombia,HR,Remote,Female,35.7,9.7,Senior,3,4,4,3,5,3,4,4,3,4,4,3,4,4,3,1,4,4,3,4,
MAR-05689,North America,USA,Maritime-Crew,Offshore/Vessel,Non-binary,36.5,10.5,Senior,4,4,3,4,2,4,4,5,4,3,4,4,5,4,3,5,2,4,3,4,
MAR-05690,North America,Mexico,Logistics-Trucking,On-site,Female,26.3,3.3,Junior,4,3,3,3,3,3,3,4,4,3,2,3,3,4,3,5,4,5,5,1,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-05691,South America,Peru,IT,On-site,Female,26.0,3.0,Mid,2,3,4,3,5,3,3,2,3,4,3,3,3,3,3,3,3,4,4,2,
MAR-05692,South America,Chile,Maritime-Crew,Offshore/Vessel,Male,39.8,17.8,Junior,4,5,3,4,1,4,3,5,3,3,3,3,5,4,4,3,4,2,3,3,
MAR-05693,South America,Brazil,Logistics-Trucking,Remote,Male,43.1,18.1,Mid,4,4,2,2,3,4,4,3,3,4,3,4,4,4,3,3,4,2,4,4,
MAR-05694,North America,Canada,Logistics-Trucking,On-site,Male,29.3,2.3,Junior,4,4,3,4,3,2,4,2,4,3,3,4,2,4,3,3,4,4,4,4,
MAR-05695,South America,Argentina,Logistics-Trucking,On-site,Female,36.9,12.9,Junior,4,4,3,2,4,4,4,1,4,4,3,4,4,3,3,3,3,3,3,4,
MAR-05696,Central America,Guatemala,Sales/Customer Service,Remote,Male,39.2,14.2,Mid,4,4,4,2,2,4,3,3,5,3,4,4,3,5,3,3,3,4,4,3,Management is well-intentioned but communication about strategic changes can lag. Benefits are competitive. I would recommend this company to others with realistic expectations about the industry pace.
MAR-05697,South America,Colombia,Sales/Customer Service,Remote,Female,41.7,12.7,Junior,3,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,
MAR-05698,North America,Canada,IT,Remote,Male,47.5,24.5,Senior,4,4,3,3,3,3,3,2,4,4,4,5,4,4,3,3,3,3,3,3,
MAR-05699,Central America,Guatemala,Maritime-Crew,Offshore/Vessel,Male,41.7,11.7,Senior,4,4,5,4,3,3,3,4,3,2,3,5,4,3,5,2,4,4,3,2,
MAR-05700,North America,USA,Operations-Ports,On-site,Female,40.9,13.9,Mid,3,4,4,2,5,3,3,3,3,3,4,4,3,3,4,4,4,4,3,3,
MAR-05701,South America,Brazil,Operations-Ports,On-site,Male,38.1,8.1,Mid,3,4,5,4,3,4,3,4,4,3,4,3,3,4,4,4,4,3,3,3,
MAR-05702,Central America,Costa Rica,Operations-Ports,Offshore/Vessel,Female,28.7,6.7,Junior,4,4,4,3,4,3,5,4,3,4,4,4,2,3,3,2,2,4,3,3,
MAR-05703,South America,Argentina,HR,Remote,Male,45.6,20.6,Mid,3,2,4,3,3,3,3,3,2,4,3,3,3,4,3,3,5,4,3,4,
MAR-05704,South America,Peru,Operations-Ports,On-site,Male,51.2,23.2,Junior,3,3,4,3,3,4,4,3,2,2,5,4,3,4,2,3,3,2,2,2,
MAR-05705,North America,USA,Logistics-Trucking,On-site,Female,38.4,8.4,Junior,4,3,4,4,3,3,3,3,4,5,4,2,3,3,3,2,2,4,3,2,
MAR-05706,Central America,Honduras,Maritime-Crew,Offshore/Vessel,Female,43.3,21.3,Junior,3,4,3,4,2,2,4,5,3,3,4,4,5,3,3,4,3,3,3,3,
MAR-05707,Central America,Panama,Operations-Ports,On-site,Female,32.8,10.8,Mid,2,4,4,3,4,3,3,4,4,3,3,3,3,4,3,3,3,4,3,3,
MAR-05708,South America,Argentina,IT,Remote,Male,37.4,13.4,Senior,4,4,2,3,4,3,4,1,1,3,4,1,3,2,3,5,3,3,4,3,Management is well-intentioned but communication about strategic changes can lag. Benefits are competitive. I would recommend this company to others with realistic expectations about the industry pace.
MAR-05709,North America,USA,IT,Remote,Female,31.9,4.9,Mid,3,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3,3,3,4,4,
MAR-05710,South America,Colombia,Operations-Ports,On-site,Male,40.8,14.8,Junior,3,3,4,4,3,5,4,3,3,3,3,4,4,3,3,4,3,4,4,4,
MAR-05711,South America,Chile,Operations-Ports,On-site,Male,49.8,23.8,Senior,3,3,3,3,2,3,4,2,3,3,4,3,3,4,3,3,3,3,4,5,
MAR-05712,North America,Canada,Maritime-Crew,Offshore/Vessel,Non-binary,31.7,1.7,Mid,2,4,2,4,1,5,3,5,4,3,3,4,4,2,3,4,3,3,3,2,
MAR-05713,South America,Peru,Maritime-Crew,Offshore/Vessel,Male,30.9,6.9,Mid,3,4,3,3,2,4,3,5,4,2,5,3,3,2,4,2,4,3,5,2,
MAR-05714,South America,Peru,Maritime-Crew,Offshore/Vessel,Male,43.5,17.5,Junior,3,4,3,4,3,2,3,4,4,4,4,3,3,2,5,4,3,4,2,2,
MAR-05715,South America,Chile,Logistics-Trucking,On-site,Male,35.1,7.1,Junior,5,4,3,3,3,3,5,3,3,3,4,3,4,4,4,3,3,2,3,4,
MAR-05716,North America,Mexico,Sales/Customer Service,On-site,Female,32.5,9.5,Junior,3,5,4,2,2,3,5,4,5,3,3,3,4,3,3,5,3,4,2,5,
MAR-05717,Central America,Panama,Maritime-Crew,Offshore/Vessel,Male,35.6,7.6,Mid,3,4,4,3,3,4,3,4,3,3,4,4,3,3,3,3,4,4,4,4,
MAR-05718,North America,Mexico,Sales/Customer Service,On-site,Female,46.2,24.2,Junior,4,3,3,4,3,4,3,4,4,3,3,3,4,4,3,4,4,4,4,5,
MAR-05719,South America,Argentina,Maritime-Crew,Offshore/Vessel,Male,40.4,12.4,Junior,4,3,4,3,1,2,3,5,3,3,2,5,4,2,4,5,4,1,5,2,
MAR-05720,Central America,Costa Rica,Logistics-Trucking,On-site,Female,26.8,3.8,Mid,3,3,3,4,2,3,4,3,2,3,3,1,2,4,3,3,3,3,3,3,
MAR-05721,North America,Mexico,Sales/Customer Service,Remote,Female,31.5,3.5,Mid,4,3,3,4,3,3,4,4,3,3,5,4,3,3,2,4,4,3,3,2,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-05722,North America,USA,Sales/Customer Service,Remote,Male,32.1,8.1,Junior,4,4,4,3,3,2,2,3,3,4,4,3,4,3,3,3,4,3,3,2,
MAR-05723,North America,Mexico,Maritime-Crew,Offshore/Vessel,Female,36.3,10.3,Executive,3,4,2,4,2,3,3,5,4,3,3,3,3,2,3,5,3,3,2,3,
MAR-05724,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,37.6,7.6,Junior,3,4,2,4,1,3,3,5,4,5,4,4,3,3,3,4,4,3,3,3,
MAR-05725,North America,Canada,Operations-Ports,On-site,Female,36.0,14.0,Mid,4,3,3,3,4,3,4,4,3,4,2,5,4,2,3,4,3,3,2,5,
MAR-05726,South America,Argentina,Operations-Ports,On-site,Male,48.9,21.9,Executive,3,3,4,2,3,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,
MAR-05727,South America,Peru,Logistics-Trucking,On-site,Male,47.8,19.8,Mid,5,3,3,3,3,3,4,4,4,4,4,5,4,5,3,3,4,4,5,3,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-05728,South America,Brazil,IT,Remote,Female,44.7,14.7,Mid,4,3,4,2,4,2,4,3,2,5,1,4,1,4,4,3,3,5,3,1,Workload distribution is inequitable across teams and it is rarely addressed by management. Recognition is reserved for high-visibility projects and overlooked for consistent daily performance. I am actively looking for other opportunities.
MAR-05729,North America,Canada,Maritime-Crew,Offshore/Vessel,Female,43.2,18.2,Mid,3,3,2,3,2,4,4,5,3,4,4,4,4,3,3,5,4,3,3,2,
MAR-05730,North America,Canada,Operations-Ports,Remote,Male,46.7,16.7,Junior,3,4,4,4,4,2,3,3,3,5,5,4,4,3,3,3,5,2,4,3,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-05731,North America,Mexico,Maritime-Crew,Offshore/Vessel,Female,24.1,2.1,Junior,3,4,4,3,3,2,4,5,4,3,3,4,2,2,3,3,2,4,3,2,
MAR-05732,South America,Chile,Sales/Customer Service,On-site,Male,41.1,16.1,Mid,3,3,3,4,3,4,3,5,2,2,5,4,4,4,3,4,3,4,4,4,
MAR-05733,South America,Chile,Maritime-Crew,Offshore/Vessel,Male,48.9,21.9,Junior,5,4,3,5,1,3,3,4,4,4,4,3,4,3,4,3,5,3,2,4,
MAR-05734,Central America,Panama,Maritime-Crew,Offshore/Vessel,Male,48.8,20.8,Junior,4,3,3,3,3,3,2,5,4,4,3,3,3,5,3,2,4,3,3,2,
MAR-05735,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,34.0,12.0,Senior,3,4,4,4,2,4,3,5,4,4,3,3,4,4,4,3,4,3,4,3,
MAR-05736,North America,USA,Sales/Customer Service,On-site,Male,30.5,8.5,Junior,3,4,4,3,3,2,4,4,3,3,4,1,3,2,4,3,3,2,4,4,
MAR-05737,South America,Colombia,Maritime-Crew,Offshore/Vessel,Male,39.8,9.8,Junior,4,4,4,4,2,3,4,5,3,4,4,4,5,4,4,3,5,3,3,1,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-05738,North America,Canada,Maritime-Crew,Offshore/Vessel,Male,42.4,14.4,Junior,4,3,4,3,3,4,5,4,4,2,4,3,3,3,3,3,3,3,4,3,
MAR-05739,North America,USA,IT,On-site,Female,40.5,10.5,Mid,4,2,3,4,4,3,4,2,3,4,3,3,3,3,3,4,4,4,4,3,
MAR-05740,North America,USA,Logistics-Trucking,On-site,Female,35.0,9.0,Mid,2,3,3,3,4,4,5,3,5,5,3,4,4,3,3,3,2,3,3,3,
MAR-05741,Central America,Costa Rica,Maritime-Crew,Offshore/Vessel,Male,33.4,3.4,Senior,4,2,4,4,2,3,3,5,4,4,4,3,2,4,3,3,4,4,4,1,Workload distribution is inequitable across teams and it is rarely addressed by management. Recognition is reserved for high-visibility projects and overlooked for consistent daily performance. I am actively looking for other opportunities.
MAR-05742,South America,Chile,Operations-Ports,On-site,Male,29.1,3.1,Mid,2,2,3,4,3,2,3,3,3,3,4,4,5,3,3,4,3,3,3,2,
MAR-05743,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,28.2,1.2,Junior,3,3,2,5,2,3,3,4,3,3,3,2,4,3,3,4,3,4,4,3,
MAR-05744,Central America,Costa Rica,Sales/Customer Service,Remote,Male,53.9,24.9,Mid,3,3,3,3,3,3,4,5,3,4,2,4,3,3,3,3,3,3,4,3,
MAR-05745,South America,Chile,Logistics-Trucking,On-site,Male,39.4,9.4,Junior,3,3,4,4,2,4,3,4,3,4,5,3,3,3,2,4,4,3,3,3,
MAR-05746,South America,Peru,Sales/Customer Service,Remote,Female,26.3,2.3,Mid,4,3,4,3,3,2,5,2,3,4,4,3,3,4,3,3,3,4,2,3,
MAR-05747,South America,Chile,Sales/Customer Service,On-site,Female,37.4,14.4,Mid,5,3,4,4,5,4,2,3,4,3,5,5,3,3,3,3,3,4,3,2,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-05748,South America,Colombia,Operations-Ports,On-site,Female,43.0,17.0,Senior,2,3,3,4,3,2,3,3,3,3,4,3,3,4,3,3,4,3,3,3,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-05749,Central America,Costa Rica,Sales/Customer Service,On-site,Non-binary,44.2,17.2,Mid,3,3,5,3,3,2,2,3,3,3,3,2,3,4,3,3,4,3,4,2,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-05750,Central America,Guatemala,Maritime-Crew,Offshore/Vessel,Male,53.3,24.3,Mid,4,4,3,4,2,3,4,5,3,3,4,3,4,4,3,4,3,3,3,2,
MAR-05751,South America,Colombia,Maritime-Crew,Offshore/Vessel,Male,30.7,5.7,Junior,4,4,4,4,2,4,4,5,2,3,3,5,5,1,4,3,4,4,4,3,
MAR-05752,South America,Colombia,Sales/Customer Service,On-site,Female,44.4,22.4,Junior,2,3,4,3,4,3,3,3,3,4,2,3,2,3,4,3,4,5,4,3,
MAR-05753,Central America,Costa Rica,Logistics-Trucking,On-site,Male,47.7,22.7,Junior,4,2,2,3,4,4,3,4,4,3,3,3,4,4,3,4,4,4,3,3,
MAR-05754,South America,Chile,Sales/Customer Service,Remote,Male,40.7,11.7,Mid,3,3,3,4,4,4,4,3,3,5,3,2,4,4,4,4,3,4,2,3,
MAR-05755,North America,Mexico,Operations-Ports,On-site,Female,46.8,23.8,Mid,3,2,4,3,4,3,4,3,3,3,4,3,3,3,2,3,3,3,3,4,
MAR-05756,Central America,Panama,Maritime-Crew,Offshore/Vessel,Female,34.4,5.4,Junior,4,5,4,5,2,2,3,5,4,4,2,4,4,2,4,4,4,4,4,2,
MAR-05757,South America,Chile,Maritime-Crew,Offshore/Vessel,Male,33.8,8.8,Mid,3,2,4,4,1,3,3,4,4,3,4,4,4,2,4,4,4,3,3,2,
MAR-05758,South America,Chile,Operations-Ports,On-site,Male,42.1,19.1,Junior,3,3,4,4,3,3,3,3,4,4,3,4,4,4,3,4,4,3,4,4,
MAR-05759,Central America,Guatemala,Sales/Customer Service,On-site,Male,48.7,23.7,Junior,4,3,4,3,3,2,3,2,4,5,2,3,4,4,3,3,3,3,2,3,
MAR-05760,North America,Mexico,Operations-Ports,Remote,Female,24.4,2.4,Senior,4,4,4,4,2,2,4,5,4,3,2,4,3,4,3,3,3,4,4,2,
MAR-05761,Central America,Panama,Operations-Ports,On-site,Male,45.0,17.0,Mid,3,4,2,5,2,3,4,3,2,4,3,3,3,4,3,5,3,3,3,5,
MAR-05762,North America,USA,Operations-Ports,On-site,Male,47.6,23.6,Junior,2,4,3,2,3,3,3,4,5,4,2,3,3,4,4,4,5,3,3,4,
MAR-05763,North America,Mexico,Operations-Ports,On-site,Male,28.0,3.0,Mid,4,4,3,4,3,1,4,4,4,3,4,4,3,3,4,4,4,4,3,3,
MAR-05764,South America,Peru,Sales/Customer Service,On-site,Male,29.0,5.0,Junior,3,3,2,3,4,3,3,4,4,3,3,3,5,3,4,4,2,4,4,3,
MAR-05765,North America,USA,Maritime-Crew,Offshore/Vessel,Female,46.1,17.1,Junior,3,3,3,3,2,3,4,4,2,4,3,3,4,3,3,4,3,3,2,4,Management is well-intentioned but communication about strategic changes can lag. Benefits are competitive. I would recommend this company to others with realistic expectations about the industry pace.
MAR-05766,South America,Argentina,Operations-Ports,On-site,Female,40.0,16.0,Senior,3,4,4,4,3,3,3,3,3,3,4,4,3,4,3,3,4,3,2,2,
MAR-05767,South America,Chile,Maritime-Crew,Offshore/Vessel,Female,35.8,7.8,Mid,3,4,3,4,2,4,4,5,3,3,4,4,4,2,3,3,2,3,2,2,
MAR-05768,North America,Canada,Operations-Ports,On-site,Male,46.4,23.4,Senior,5,3,2,3,3,4,3,4,3,5,4,3,3,4,2,3,5,3,2,3,
MAR-05769,North America,Mexico,Operations-Ports,Offshore/Vessel,Female,40.0,10.0,Junior,4,3,3,4,3,4,3,4,3,3,4,4,3,3,4,4,3,3,4,3,
MAR-05770,South America,Chile,Sales/Customer Service,On-site,Male,35.9,8.9,Senior,3,3,4,3,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,2,
MAR-05771,North America,USA,Sales/Customer Service,Remote,Male,45.1,21.1,Mid,4,3,4,2,4,2,3,4,3,3,4,4,3,3,2,4,4,3,3,4,
MAR-05772,South America,Chile,Logistics-Trucking,On-site,Female,43.3,14.3,Junior,5,3,3,4,3,3,4,4,2,4,3,4,5,4,2,4,3,4,3,4,
MAR-05773,North America,USA,IT,On-site,Male,40.3,11.3,Junior,2,3,2,3,3,3,3,4,3,3,4,5,3,3,3,4,4,3,4,2,
MAR-05774,South America,Argentina,HR,Remote,Male,40.8,13.8,Junior,3,4,4,1,2,3,3,3,1,3,3,4,1,3,3,3,2,3,4,1,
MAR-05775,North America,USA,HR,Remote,Female,43.1,18.1,Mid,4,4,5,4,3,3,4,2,4,3,3,3,4,3,3,4,4,4,3,4,
MAR-05776,South America,Chile,Operations-Ports,On-site,Male,26.5,2.5,Junior,4,4,4,2,4,5,4,3,1,3,1,4,1,4,4,2,3,3,3,1,
MAR-05777,South America,Colombia,Operations-Ports,On-site,Male,38.7,8.7,Junior,3,3,3,3,3,4,4,4,4,3,4,4,4,2,3,4,3,3,2,4,
MAR-05778,Central America,Costa Rica,Operations-Ports,On-site,Male,47.6,21.6,Mid,3,2,4,4,3,2,3,4,2,2,3,3,3,4,3,4,4,4,3,2,
MAR-05779,South America,Brazil,Operations-Ports,On-site,Male,43.4,18.4,Mid,3,2,3,2,2,3,3,3,1,3,1,3,2,4,3,5,2,4,5,2,
MAR-05780,North America,Canada,Maritime-Crew,Offshore/Vessel,Male,32.3,2.3,Mid,3,4,3,3,2,2,3,5,3,3,2,3,2,2,4,4,4,4,3,1,Safety incidents are sometimes underreported due to pressure to maintain schedules. This is a serious cultural issue that needs leadership attention. I do not feel my concerns are taken seriously.
MAR-05781,North America,USA,Operations-Ports,Remote,Female,39.8,11.8,Junior,4,3,4,4,3,3,3,2,3,4,3,4,3,5,2,3,3,3,4,4,
MAR-05782,North America,Canada,HR,On-site,Male,32.0,8.0,Mid,4,2,4,3,2,4,4,3,4,4,4,3,4,5,3,2,2,3,5,3,
MAR-05783,Central America,Guatemala,Maritime-Crew,Offshore/Vessel,Female,46.9,19.9,Junior,3,3,2,4,2,5,4,5,3,3,3,2,4,3,3,3,3,3,4,3,
MAR-05784,South America,Brazil,Maritime-Crew,Offshore/Vessel,Male,33.0,4.0,Junior,4,3,4,5,3,4,4,5,4,4,3,3,2,4,3,4,4,4,3,1,
MAR-05785,Central America,Honduras,Operations-Ports,On-site,Female,30.0,4.0,Mid,4,3,3,5,3,2,3,4,2,4,3,4,2,5,3,3,3,3,4,3,
